pct_mouse_click	total_load_time	mouse_move_total_rel_distance	session_start	session_id	ack	screen_width	pct_click	browser_name	pct_mouse_move	pct_click_product_info	pct_scroll_move_duration	pct_scrandom	session_duration	page_activity_duration	pct_rage_click	scroll_move_total_rel_distance	user_id	screen_height	pct_input	pct_doubleclick	product_ean	pct_scroll_move	pct_wild_mouse	wild_mouse_duration
4.43022	0.52792	7.90521	2022-09-03 23:54:50	537398	0.00000	1280	4.33169	chrome	5.68906	57.03166	5.57115	57.73179	249.38909	10.43426	38.91753	9.54243	523	800	3.25937	8.57552	6231901934062	48.11197	86.66600	11.26913
5.80570	2.20432	7.84754	2021-03-06 13:17:10	758341	0.00000	800	5.23684	edge	5.44192	65.26541	8.81594	45.38395	105.52654	7.85692	55.23816	8.49410	134	800	0.52668	9.76476	5330856085186	30.27403	40.54427	9.29522
4.89763	3.87342	8.48849	2020-02-06 10:22:48	1139607	0.00000	1024	6.14951	safari	3.90861	43.58910	7.66643	43.14730	117.97029	10.81002	75.63591	8.14550	1239	600	0.18039	8.38391	0554397750203	55.37648	37.95521	8.07415
6.89609	3.25117	9.40554	2020-06-13 07:18:23	1055776	0.00000	1920	7.74733	edge	5.89039	36.01878	9.10423	64.40505	107.47991	8.82821	48.27646	5.82550	1707	800	1.00932	5.96743	7099612924678	48.61621	46.28945	10.03865
5.13255	3.68501	9.56537	2022-03-05 06:04:11	69169	0.00000	1280	4.13195	chrome	5.88588	43.79696	9.37142	49.46280	162.00618	10.43479	36.09367	8.22131	842	768	0.21074	6.57382	2095040596888	43.56961	46.20402	8.13325
6.00212	9.57458	8.40038	2020-04-23 16:32:46	124730	0.00000	1920	6.46944	firefox	6.13918	45.53443	8.79743	24.96827	192.03137	9.02504	39.55772	7.96320	411	1080	2.10980	7.85792	9081844975076	59.63284	52.52303	10.84084
8.28289	1.61499	6.53873	2022-09-23 00:12:28	1496619	1.00000	1366	7.14607	edge	8.57589	54.65390	8.22218	38.94636	133.50414	7.87054	43.15460	9.48820	2292	higher	0.09212	9.92588	6218456779133	64.55338	56.01093	5.74009
5.14518	4.37468	8.80081	2022-12-22 13:34:23	659095	0.00000	1280	7.35549	firefox	4.21835	42.98441	8.51155	52.21182	245.03834	9.81797	43.47650	7.84865	1517	1080	0.97001	7.81919	8410004708215	45.23990	54.28477	10.01717
7.09401	7.79034	8.69644	2019-07-18 03:33:26	1402908	1.00000	1280	6.62637	chrome	8.99688	60.64790	8.99429	53.30782	159.35785	7.82372	47.74849	10.30920	1443	768	0.71986	8.83097	5242433839214	43.84793	46.39974	9.73152
6.51553	3.70127	7.66778	2019-12-24 18:49:22	19115	0.00000	lower	5.41032	chrome	7.25137	68.54414	8.80458	41.93412	216.50765	8.83361	53.44431	10.32079	2276	600	0.60402	11.94155	1308238726259	51.06288	62.34953	9.54431
8.38074	3.16789	8.16195	2023-06-09 04:33:21	412248	0.00000	1920	4.75480	edge	8.70697	61.41903	6.49717	37.19409	130.90434	9.75227	31.07495	5.39620	1732	800	0.21908	5.90785	6967526700781	56.18667	45.96266	8.14286
6.78836	5.00067	7.20029	2023-01-01 18:13:31	320223	0.00000	lower	4.96364	chrome	6.45530	60.48102	8.05212	51.20770	177.35996	9.07348	31.15381	5.11991	2139	600	1.82592	5.79410	7992338474666	57.63488	45.19551	10.70371
6.84322	1.50080	8.23372	2022-10-16 21:39:01	765752	1.00000	1920	8.83772	mobile	7.53212	45.88389	7.63967	24.17321	229.62335	7.59170	35.72417	11.46886	346	lower	0.58271	11.39728	3682365119190	48.79969	72.76063	9.49714
3.68788	2.41122	7.70170	2019-02-15 19:04:36	776034	0.00000	lower	5.70291	chrome	3.69656	44.45598	9.89906	64.93948	24.49672	9.72027	46.10450	8.65593	546	1024	0.56144	6.33433	4733007046653	37.78527	34.06990	9.46927
7.32625	2.55218	9.01433	2021-10-12 18:52:16	903429	1.00000	1366	7.60139	edge	9.10612	57.85635	6.84474	60.04490	247.50051	8.83232	61.58766	9.82006	874	768	0.67752	7.76377	1253762808431	48.22444	43.07926	9.61567
9.70953	1.38827	10.34941	2019-03-01 06:47:20	726024	1.00000	higher	7.57680	safari	9.25772	68.81542	7.90218	56.97610	117.08001	7.78377	46.49206	7.32236	595	1024	0.09534	7.58636	9264701447736	67.01277	61.99750	3.17335
7.12697	5.37836	10.28946	2021-07-23 15:42:36	1449006	1.00000	800	6.10366	safari	10.47031	69.23326	7.68481	64.01621	113.48618	9.98255	40.83115	10.08129	140	1080	0.48471	5.74756	7434099938617	30.03736	48.83063	9.26741
6.38046	2.62156	8.06868	2021-04-08 22:09:15	1354471	0.00000	1024	3.38783	edge	8.89006	30.45825	7.63956	48.64967	144.17062	10.73794	41.51259	7.58743	394	800	4.54686	5.69628	5713482099428	61.47616	80.28380	11.62051
6.29838	4.25652	8.96744	2023-01-26 15:36:58	1028966	0.00000	1366	5.14758	chrome	6.89874	68.25036	7.04786	52.42994	217.38228	8.84416	50.15943	10.08282	1087	1080	0.65531	11.75219	2938892430514	50.29803	70.21836	9.58874
9.12011	5.20683	9.14879	2019-08-13 05:33:00	520215	1.00000	1280	10.73687	chrome	8.92537	52.25284	7.85951	39.52596	116.39210	5.52930	50.69564	10.08590	360	1024	0.15267	10.61781	4513647515500	57.83554	33.29543	7.37827
8.92675	9.60626	9.20622	2020-09-07 06:39:33	778860	0.00000	800	3.70198	firefox	8.54549	47.34620	6.19896	39.94394	83.12734	8.76120	37.92231	2.78156	112	800	0.19942	3.99281	6506884533046	63.73148	68.18374	8.19840
7.66440	6.45707	6.86154	2020-05-29 04:03:09	490504	1.00000	higher	8.12376	edge	8.12899	71.17472	10.47954	53.56367	138.57969	6.62045	54.07736	10.19797	1239	1080	0.06751	8.61177	1086460285712	43.94259	45.72203	5.20140
6.20053	1.10594	9.05689	2020-01-14 08:26:59	104039	0.00000	1024	5.32851	firefox	5.58206	73.63652	7.09433	44.86399	57.34840	7.13016	41.97376	8.45692	13	768	0.48843	10.56426	1427951868951	55.73085	45.32819	9.23079
5.45619	1.01052	9.02763	2022-11-17 17:23:04	615181	0.00000	1920	3.74174	safari	6.44549	34.56283	7.61483	28.64287	154.14589	9.00454	31.11238	9.14172	1956	lower	1.80926	9.74145	4079744346442	34.29564	53.61086	10.66607
5.17743	7.36843	8.40610	2023-05-31 07:39:34	842397	0.00000	1024	7.80445	opera	4.71853	34.91430	7.47021	41.07323	133.22094	10.94592	70.19019	8.06023	844	1080	1.92131	7.41935	8920239913259	49.26822	54.89779	10.72034
10.33170	11.93639	8.17975	2019-03-30 09:48:23	576947	1.00000	lower	9.25658	chrome	10.12900	48.21980	7.28905	58.69892	188.45905	7.21433	40.83349	8.12940	327	1080	0.14921	9.83175	3042585596742	54.49441	54.07290	6.73777
13.27527	1.48294	8.55775	2023-04-30 18:47:29	458654	1.00000	800	12.14428	chrome	13.46365	51.04556	9.41730	49.69520	98.39342	5.85068	25.89207	8.82840	2406	600	0.25900	12.40517	7669667526761	55.51588	46.80487	8.30165
8.47141	0.25080	5.94310	2022-06-11 14:17:07	1012605	1.00000	lower	10.99535	opera	9.32057	52.55263	11.01801	32.44642	117.11661	5.10157	53.29489	11.84905	437	higher	0.17058	10.63762	0331565883082	36.53456	58.71381	7.79936
6.57624	6.42368	7.17365	2020-12-27 18:23:25	688148	0.00000	1280	7.58818	edge	6.74030	43.04993	6.02118	59.86056	314.97425	9.25236	47.95739	10.04194	1093	1024	0.43914	10.74383	8053938295606	65.26256	50.38384	9.16934
10.20054	0.70346	5.23156	2019-07-23 07:36:17	1064652	1.00000	1920	11.81907	chrome	11.10532	50.28439	6.94614	25.03133	184.30638	4.77982	31.84742	11.52741	2027	600	0.11760	11.11151	5061768632747	61.10078	52.78189	7.12420
7.12820	9.94472	8.56142	2022-08-26 21:24:15	760235	0.00000	1280	7.02612	firefox	7.24814	71.81364	6.98092	61.00140	92.06910	8.63424	42.08995	6.22648	204	800	5.37864	6.04707	4064388825170	62.94148	63.68834	11.78836
5.09049	0.63191	6.80795	2023-01-07 06:38:15	1421437	1.00000	1024	6.60407	chrome	6.70618	61.73235	7.94026	63.10463	145.49204	9.26540	64.47247	12.60458	90	1080	0.25038	10.69609	2895723870515	42.69260	65.52660	8.32908
9.64064	1.11988	8.94595	2020-12-22 08:22:35	12639	1.00000	1280	10.49189	chrome	10.93923	43.69536	6.87116	47.44991	139.12295	6.18560	53.09401	11.19596	1273	600	0.10010	10.20851	4557344947394	43.89823	40.24061	7.05110
6.77934	5.27447	8.26126	2021-09-25 09:13:12	1005959	1.00000	1920	7.67109	edge	9.61852	51.76463	9.36806	61.94625	241.55420	11.06100	60.14763	10.07618	930	lower	7.14596	6.82778	8707200493824	44.94058	51.15065	12.07698
6.13781	4.67943	8.16089	2021-05-14 20:05:04	265816	1.00000	1024	9.40142	mobile	6.91716	68.24194	9.91228	44.34660	198.80750	6.33136	53.27143	11.49235	130	800	0.09020	7.66902	5256559345399	44.52242	38.10063	6.26438
6.74850	2.94158	8.73486	2018-12-30 22:02:22	1418208	1.00000	higher	5.81343	safari	10.62290	55.46712	6.32916	50.31436	120.73997	10.85767	54.87481	10.04349	1693	lower	1.77500	5.14190	2465179489519	41.35837	66.94351	10.66503
7.87561	3.94482	9.85139	2019-01-14 14:14:58	311073	0.00000	1024	6.01761	chrome	5.76422	39.17979	8.26900	37.36250	140.99973	9.56493	42.04419	3.75882	1382	600	0.37303	6.85095	8979861045999	16.65255	64.19316	8.75146
6.95315	2.12911	8.59781	2021-08-02 17:54:15	5326	1.00000	1366	5.34055	chrome	9.65650	56.76954	8.95713	59.17963	210.56096	11.55677	44.87824	9.63709	2061	lower	0.49320	7.15260	0802007261312	69.96267	67.41644	9.30253
7.57773	1.88239	7.79074	2021-07-15 12:09:45	625572	1.00000	1280	9.69588	edge	9.97768	79.87808	7.90084	56.63274	188.82753	8.60822	47.90900	10.84974	1373	600	1.70410	7.32029	4198513790467	58.74147	48.24009	10.60651
6.85889	2.57240	7.32602	2019-02-17 19:12:43	1177835	0.00000	1280	7.23126	chrome	4.66605	51.75625	7.43765	56.56438	141.49734	10.61965	46.23422	4.96336	2279	lower	2.42305	8.35426	5682716637586	67.87666	56.87822	10.98150
6.50614	1.06527	8.74953	2019-10-25 04:05:33	1274668	0.00000	800	7.19331	mobile	6.42041	63.25305	9.71771	54.20799	138.55536	8.79863	17.06370	9.60869	2248	600	0.39051	10.53545	6288818718957	56.50372	54.17123	8.98085
8.10735	2.84877	8.67106	2020-01-22 20:35:39	1263831	1.00000	1920	11.58874	safari	10.14444	53.95634	6.70324	29.51523	238.62212	4.96758	44.78704	14.36258	892	1024	0.63424	12.69623	4319617789304	47.16141	43.72397	9.56491
7.58267	1.65425	9.38795	2022-08-08 10:02:37	656058	1.00000	1366	9.65314	mobile	9.88348	38.76950	6.23542	47.18445	69.30084	9.42694	30.17450	10.34027	1990	lower	1.23927	6.59799	5573916343776	55.82237	73.27612	10.29176
11.78776	3.02744	8.35251	2020-09-20 16:04:06	1419488	1.00000	1280	9.93955	edge	12.21678	52.82707	6.67666		186.33981	5.77775	44.66560	9.04007	1107	1024	0.06486	9.44587	4074537675877	29.19203	56.03198	3.51461
6.81665	3.87561	6.88381	2022-08-20 05:46:35	1043637	0.00000	1024	6.90883	chrome	5.49023	72.19022	7.16748	34.79407	149.89744	7.03130	51.24801	8.06373	587	768	0.26179	10.50482	8305663353954	72.85785	41.31603	8.58127
6.18752	4.56262	7.58593	2021-07-27 15:24:03	792855	0.00000	1366	5.85829	chrome	5.48397	52.74557	8.17966	39.73360	170.95876	11.00236	53.96164	5.81909	73	800	0.25773	5.51862	6199518564075	42.65577	46.89926	8.46608
7.21951	2.51559	9.96524	2022-10-21 13:43:31	1085668	1.00000	lower	8.02819	chrome	8.27261	47.41411	7.90012	61.67768	153.14725	7.74393	26.92269	9.76062	1562	800	1.16586	8.91197	8899276660658	59.24413	61.99293	10.20946
6.57805	6.32931	7.87233	2023-06-22 20:29:26	913122	1.00000	1280	4.06831	firefox	10.38542	44.08640	8.19838	38.74746	274.41687	10.97911	64.28715	9.22681	923	lower	0.61630	4.41870	0949407083134	53.31798	57.93629	9.53453
5.41587	4.57594	8.19162	2022-12-06 15:13:59	151613	0.00000	1024	6.01339	chrome	5.09633	42.43949	7.30816	51.93666	156.24990	11.76105	31.40110	6.64798	2216	800	0.22545	4.90484	7375984145089	35.89530	66.04853	7.97121
