product_ean	code	store_name	location
7720362511138	PH	Antipolo	Asia/Manila
1732975554729	GB	Poulton-le-Fylde	Europe/London
8694640927302	US	Kendall	America/New_York
6059445329478	US	Kahului	Pacific/Honolulu
4155492758741	IN	Rajaori	Asia/Kolkata
2750580679360	DE	Nidderau	Europe/Berlin
5488843959429	IT	Mesagne	Europe/Rome
9738187816909	HT	Thomazeau	America/Port-au-Prince
4144692130730	US	Bourbonnais	America/Chicago
5509080547696	HT	Croix-des-Bouquets	America/Port-au-Prince
3088462577626	US	Palm Desert	America/Los_Angeles
1953679085078	BD	Manikchari	Asia/Dhaka
9561877013704	KE	Lodwar	Africa/Nairobi
4304453343759	SA	Al Jubayl	Asia/Riyadh
7466603900094	CA	Pointe-Claire	America/Toronto
2297229889471	FR	Sceaux	Europe/Paris
9483413332370	TZ	Mvomero	Africa/Dar_es_Salaam
4764362554507	IN	Robertsonpet	Asia/Kolkata
9017807011802	IN	Rangia	Asia/Kolkata
9325338253876	US	New City	America/Chicago
6914258853742	DE	Aschaffenburg	Europe/Berlin
5316652604790	YE	Ataq	Asia/Aden
6624387460666	CN	Changzhi	Asia/Shanghai
2834164699453	BR	Guaraciaba do Norte	America/Fortaleza
7645924949450	US	Encinitas	America/Los_Angeles
3010709424394	PH	Calauan	Asia/Manila
6176158448538	CN	Shuangcheng	Asia/Shanghai
4866928274321	US	Scarsdale	America/New_York
6867298211563	UA	Nova Kakhovka	Europe/Kiev
1794488985650	PH	Guyong	Asia/Manila
8615978871211	JP	Okegawa	Asia/Tokyo
5977369396714	UA	Nova Kakhovka	Europe/Kiev
6624791134092	GB	Inverness	Europe/London
2400603108451	GB	Gainsborough	Europe/London
4546610066068	US	South Whittier	America/Los_Angeles
5500038923500	NL	Vught	Europe/Amsterdam
2228187945428	US	Fayetteville	America/New_York
8884499393421	US	Brighton Beach	America/New_York
0394937047185	DZ	Thenia	Africa/Algiers
3928366018279	BR	Iturama	America/Sao_Paulo
8221550781825	BR	Aracaju	America/Maceio
3612140221985	KZ	Otegen Batyra	Asia/Almaty
8301331593448	US	Shreveport	America/Chicago
7540488611525	PR	Yauco	America/Puerto_Rico
5287569029979	RU	Arzamas	Europe/Moscow
5834523441256	IN	Uran	Asia/Kolkata
8072238543057	GB	Aberdeen	Europe/London
2288612640366	TR	Aksaray	Europe/Istanbul
7673583483916	US	Fort Washington	America/New_York
1323922963710	CN	Xinzhou	Asia/Shanghai
9606881500267	MD	Soroca	Europe/Chisinau
6123337015869	PK	Kanganpur	Asia/Karachi
7050316133308	US	Bryn Mawr-Skyway	America/Los_Angeles
8399978470277	PK	Alipur	Asia/Karachi
9139073441258	US	American Canyon	America/Los_Angeles
6244594449645	US	Grand Forks	America/Chicago
3709502074249	ES	Maspalomas	Atlantic/Canary
9746441025325	BO	Tupiza	America/La_Paz
1391694080133	AT	Sankt Peter	Europe/Vienna
0107221445808	NI	Somoto	America/Managua
2854623510280	ES	Amposta	Europe/Madrid
5472387272823	ID	Sukabumi	Asia/Jakarta
9839419061798	JP	Yamada	Asia/Tokyo
9699307337486	US	Canton	America/Detroit
0844228707644	ES	Segundo Ensanche	Europe/Madrid
6724619672895	US	Redding	America/Los_Angeles
6717201291895	ZA	Mokopane	Africa/Johannesburg
7899239509438	AU	Carindale	Australia/Brisbane
3117218953848	PS	East Jerusalem	Asia/Hebron
9253089420837	TH	Kantharalak	Asia/Bangkok
7175395297120	IN	Aistala	Asia/Kolkata
5023653510080	PK	Tharu Shah	Asia/Karachi
0060856654000	DE	Siegburg	Europe/Berlin
2301511171950	PE	Iquitos	America/Lima
6632963709979	CH	Adliswil	Europe/Zurich
4516282043407	GB	Inverness	Europe/London
1860355604846	IN	Chamba	Asia/Kolkata
7937873687096	GB	Blackpool	Europe/London
9275453158047	IN	Manjeri	Asia/Kolkata
9087138782276	IN	Diamond Harbour	Asia/Kolkata
8300844712582	RU	Malakhovka	Europe/Moscow
3614297309547	PG	Mount Hagen	Pacific/Port_Moresby
2103607560385	US	Davis	America/Los_Angeles
0979518353277	NG	Yenagoa	Africa/Lagos
2751691026319	CA	Sherwood Park	America/Edmonton
3305076657583	IN	Puducherry	Asia/Kolkata
7357336049016	DE	Wesseling	Europe/Berlin
5907412804637	ID	Balikpapan	Asia/Makassar
1541929416736	US	Shreveport	America/Chicago
3728592826415	MN	Ulan Bator	Asia/Ulaanbaatar
8845226580064	UA	Shepetivka	Europe/Kiev
2966979142159	US	Lino Lakes	America/Chicago
6872594886094	US	Palestine	America/Chicago
6400900484513	LK	Hendala	Asia/Colombo
5680313430517	TN	Beni Khiar	Africa/Tunis
4097100967742	ES	Puertollano	Europe/Madrid
3888758742048	IN	Diamond Harbour	Asia/Kolkata
0158901849874	PH	Burgos	Asia/Manila
7136007158154	DE	Wittenau	Europe/Berlin
0117738205871	RU	Nikolayevsk-on-Amure	Asia/Vladivostok
9872698440779	CO	Andes	America/Bogota
6269616334303	IN	Davangere	Asia/Kolkata
7364180002609	BE	Lille	Europe/Brussels
7433789212846	ES	San Fernando de Henares	Europe/Madrid
5059583206441	US	Newburgh	America/New_York
2740143724286	US	Rosedale	America/New_York
9985031929531	ES	San Juan de Aznalfarache	Europe/Madrid
8003949981586	IN	Osmanabad	Asia/Kolkata
7936248758614	CN	Xiangtan	Asia/Shanghai
5477059315693	NG	Kafanchan	Africa/Lagos
2069907175646	AU	Maryborough	Australia/Brisbane
5646252717683	GB	Poulton-le-Fylde	Europe/London
4068848295121	IN	Gorakhpur	Asia/Kolkata
1408785288726	ME	Budva	Europe/Podgorica
0579159052067	DE	Halstenbek	Europe/Berlin
5580309113199	IN	Barbil	Asia/Kolkata
4355436868592	MW	Salima	Africa/Blantyre
6360189312085	BR	Santa Gertrudes	America/Sao_Paulo
6392193093278	PT	Ponta Delgada	Atlantic/Azores
9031913745031	US	Lakewood	America/New_York
0494876898708	IT	Agrigento	Europe/Rome
3175340498224	JP	Iwade	Asia/Tokyo
3623413814605	DE	Verl	Europe/Berlin
8533773698768	AU	Carnegie	Australia/Melbourne
8634420494990	IN	Rangia	Asia/Kolkata
7155819883061	TL	Maliana	Asia/Dili
6758395263985	BR	Recife	America/Recife
8301871273619	DE	Siegburg	Europe/Berlin
5491991508623	CN	Wacheng	Asia/Shanghai
5351136918451	IT	San Giuliano Milanese	Europe/Rome
3424170746280	CN	Zhuangyuan	Asia/Shanghai
7501905589803	US	Santa Maria	America/Los_Angeles
1309257582215	JP	Okegawa	Asia/Tokyo
6707543241627	JP	Iwade	Asia/Tokyo
9026789732278	IN	Alwaye	Asia/Kolkata
2443374593187	JP	Okegawa	Asia/Tokyo
3820845481171	IN	Leteri	Asia/Kolkata
3518887642499	CN	Yanliang	Asia/Shanghai
5547893024430	IN	Sathyamangalam	Asia/Kolkata
6957196380109	TH	Nakhon Si Thammarat	Asia/Bangkok
6391372673102	ID	Kudus	Asia/Jakarta
3846788697752	GB	Thetford	Europe/London
8886475737045	EC	Milagro	America/Guayaquil
6143714554354	IN	Kheda	Asia/Kolkata
3670010474190	IN	Uran	Asia/Kolkata
4815016428887	IN	Dharmapuri	Asia/Kolkata
9591173984835	MX	Progreso	America/Merida
9750162225353	RU	Kireyevsk	Europe/Moscow
7294042626387	RU	Oktyabr’skiy	Asia/Yekaterinburg
7893780393690	EG	Juhaynah	Africa/Cairo
5520031453248	RU	Gudermes	Europe/Moscow
4402540177284	IN	Periyakulam	Asia/Kolkata
2968311095130	BE	Lille	Europe/Brussels
4553409957858	US	Beaumont	America/Los_Angeles
6815584766518	US	Greenville	America/Chicago
0016173743644	IN	Diamond Harbour	Asia/Kolkata
4619613667652	IN	Patti	Asia/Kolkata
3748448919719	GB	Lancing	Europe/London
0802745183013	RU	Otradnyy	Europe/Samara
7711619315470	IT	San Giuliano Milanese	Europe/Rome
9758879822926	BR	Rio Real	America/Bahia
4300172812422	RU	Aykhal	Asia/Yakutsk
8644454551408	DZ	Frenda	Africa/Algiers
8235232549528	FR	Le Chesnay	Europe/Paris
2902461092748	US	Brenham	America/Chicago
3565582555388	IN	Gajendragarh	Asia/Kolkata
1057350480869	GB	Exeter	Europe/London
7009172671110	RS	Negotin	Europe/Belgrade
1429195353965	IN	Pandua	Asia/Kolkata
4213531855216	DE	Eppingen	Europe/Berlin
2393725935053	ES	Las Gabias	Europe/Madrid
1395106460179	AU	Griffith	Australia/Sydney
8346006211111	MG	Ikalamavony	Indian/Antananarivo
7509390003279	GH	Mampong	Africa/Accra
7737036803567	PG	Mount Hagen	Pacific/Port_Moresby
1493102510987	LR	New Yekepa	Africa/Monrovia
7065048443373	CZ	Karlovy Vary	Europe/Prague
1690828745765	PK	Bhit Shah	Asia/Karachi
0122336001480	IN	Barpeta	Asia/Kolkata
8474977427894	PL	Zgorzelec	Europe/Warsaw
0260635998770	RU	Izluchinsk	Asia/Yekaterinburg
2673522769779	US	Brunswick	America/New_York
8943449476291	PH	Talisay	Asia/Manila
6029863712107	CN	Shuangcheng	Asia/Shanghai
0155353932703	BR	Muritiba	America/Bahia
8517952331752	DZ	Boumerdas	Africa/Algiers
5601562585988	IN	Pandua	Asia/Kolkata
2617095168775	NL	Barneveld	Europe/Amsterdam
8507593713512	TN	Beni Khiar	Africa/Tunis
3560550564119	BR	Pedro II	America/Fortaleza
8731088054808	US	Fresno	America/Chicago
2967904022317	IT	Campobasso	Europe/Rome
9499651743830	BR	Valinhos	America/Sao_Paulo
2790296765094	IN	Teghra	Asia/Kolkata
6320545628465	UA	Polohy	Europe/Zaporozhye
9380985936664	US	Jersey City	America/New_York
8095241079719	CD	Yangambi	Africa/Lubumbashi
7492661806474	DE	Hechingen	Europe/Berlin
5286635239052	RU	Gudermes	Europe/Moscow
6506333609247	IN	Parola	Asia/Kolkata
9001499287072	HK	Tsuen Wan	Asia/Hong_Kong
8405793599199	CM	Tonga	Africa/Douala
0485241591737	LR	New Yekepa	Africa/Monrovia
6881565211179	AT	Floridsdorf	Europe/Vienna
2728550865860	GB	Rhosllanerchrugog	Europe/London
4883483346362	SE	Boo	Europe/Stockholm
4487914191066	CN	Xiangtan	Asia/Shanghai
0561468764847	IN	Puducherry	Asia/Kolkata
6939855300406	TZ	Usagara	Africa/Dar_es_Salaam
2465938900996	TN	Beni Khiar	Africa/Tunis
1662028626908	IN	Jashpurnagar	Asia/Kolkata
7045207634583	GB	Thetford	Europe/London
2290030047078	RU	Kashira	Europe/Moscow
7619907983267	SV	Ilopango	America/El_Salvador
1332303650705	IT	Afragola	Europe/Rome
8622213013923	RU	Buynaksk	Europe/Moscow
0513079097043	IT	Montecchio Maggiore-Alte Ceccato	Europe/Rome
2461758839133	US	Lebanon	America/New_York
3613956190502	EE	Narva	Europe/Tallinn
5071949753970	NG	Ilesa	Africa/Lagos
8190315793918	US	Lexington	America/New_York
8789592147851	SK	Skalica	Europe/Bratislava
8552435155449	SY	Tadmur	Asia/Damascus
5508972126094	PR	Aguadilla	America/Puerto_Rico
0396657867173	DE	Schleswig	Europe/Berlin
5822409768078	UZ	Andijon	Asia/Tashkent
3989120743905	IN	Davangere	Asia/Kolkata
0859147247775	GB	East Dereham	Europe/London
7831704296832	IN	Teghra	Asia/Kolkata
2415621767085	US	Davis	America/Los_Angeles
9637441486448	FR	Bron	Europe/Paris
1129786319522	KR	T’aebaek	Asia/Seoul
3609555783108	SD	Ar Ruseris	Africa/Khartoum
0953447057383	CH	Adliswil	Europe/Zurich
8837440254319	CD	Beni	Africa/Lubumbashi
3202604334711	FR	Sceaux	Europe/Paris
0758926621433	BR	Marau	America/Sao_Paulo
1327383328736	US	Greenpoint	America/New_York
2659846753694	IT	Ragusa	Europe/Rome
2615070809996	PH	Talisay	Asia/Manila
0252537822338	DE	Gifhorn	Europe/Berlin
9352669360751	UA	Zvenihorodka	Europe/Kiev
3207290267060	HR	Split	Europe/Zagreb
4259898450619	NI	Somoto	America/Managua
2762329351215	IT	Montecchio Maggiore-Alte Ceccato	Europe/Rome
7580981734499	GB	Gainsborough	Europe/London
2465184616689	GB	Lancing	Europe/London
1737037444628	RU	Lesnoy	Asia/Yekaterinburg
7288356459069	US	Bridgeport	America/New_York
7927640456628	FR	Cavaillon	Europe/Paris
7946473266624	IT	Campobasso	Europe/Rome
8736473346957	RS	Sremska Mitrovica	Europe/Belgrade
1171590150082	LK	Dehiwala-Mount Lavinia	Asia/Colombo
0447016091972	DE	Gauting	Europe/Berlin
4100012999050	PL	Brzeg	Europe/Warsaw
7560214076046	US	Jersey City	America/New_York
7218732857776	AR	Esperanza	America/Argentina/Cordoba
6552120685550	PH	Calauan	Asia/Manila
3054954464071	DJ	'Ali Sabieh	Africa/Djibouti
7763757889511	LK	Hendala	Asia/Colombo
4379949369315	SY	Binnish	Asia/Damascus
4552366050152	BY	Dobrush	Europe/Minsk
2020091309125	ID	Ngemplak	Asia/Jakarta
2674342693169	GB	Aberdeen	Europe/London
7238644875637	NG	Igbara-Odo	Africa/Lagos
4318123302502	NG	Ilesa	Africa/Lagos
2016278825908	JP	Shimotoda	Asia/Tokyo
8508203031613	TN	El Alia	Africa/Tunis
6926936287183	PH	Antipolo	Asia/Manila
5850911338564	US	Martinsburg	America/New_York
3872632649790	IR	Darreh Shahr	Asia/Tehran
3446059181692	JP	Okegawa	Asia/Tokyo
5015323201077	US	Hutto	America/Chicago
6607050040327	US	Norwalk	America/New_York
3651781264845	CN	Xinzhou	Asia/Shanghai
5891050564148	US	Martinsburg	America/New_York
6351561137631	US	Norwalk	America/New_York
5281776266684	FR	Les Olives	Europe/Paris
6327210651506	FR	Saint-Genis-Laval	Europe/Paris
5730235976874	CA	Markham	America/Toronto
8222922727847	CN	Pucheng	Asia/Shanghai
7545017285468	US	Woodlawn	America/New_York
6441637223532	US	Morningside Heights	America/New_York
9720103276911	US	Crystal Lake	America/Chicago
0586382311526	GB	Clacton-on-Sea	Europe/London
0717292866695	CO	Puerto Colombia	America/Bogota
6835916357597	GB	Poulton-le-Fylde	Europe/London
0202777331428	ES	Leioa	Europe/Madrid
9680818181156	IN	Amreli	Asia/Kolkata
4471335832974	AU	Griffith	Australia/Sydney
8384780181671	IN	Uran	Asia/Kolkata
6147210961845	MX	Oaxaca	America/Mexico_City
7179317041778	NL	Culemborg	Europe/Amsterdam
6009371140708	DZ	El Achir	Africa/Algiers
4470412259833	KE	Busia	Africa/Nairobi
1872128552025	IL	Rahat	Asia/Jerusalem
1097439716328	CO	Buenaventura	America/Bogota
9737258559325	AZ	Astara	Asia/Baku
4820050719792	CH	Onex	Europe/Zurich
0142877528604	NL	Tongelre	Europe/Amsterdam
1134317637914	CI	Bonoua	Africa/Abidjan
9171591460731	US	San Gabriel	America/Los_Angeles
4058789013472	NG	Shagamu	Africa/Lagos
1160338630665	NL	Schiebroek	Europe/Amsterdam
6752951203316	KG	Jalal-Abad	Asia/Bishkek
8422445255265	RU	Shushary	Europe/Moscow
9506112857033	GB	Bushey	Europe/London
0040567072393	PK	Jhol	Asia/Karachi
7428141467880	FR	Valence	Europe/Paris
3368564190757	DE	Landshut	Europe/Berlin
0831568523072	YE	Ataq	Asia/Aden
9604438823173	CD	Kasangulu	Africa/Kinshasa
2425133729891	IN	Jashpurnagar	Asia/Kolkata
8479816194760	DE	Weimar	Europe/Berlin
0658448685046	AU	Nowra	Australia/Sydney
9553885901050	US	Utica	America/New_York
1812028361938	DE	Friedberg	Europe/Berlin
5539453641195	CU	Boyeros	America/Havana
6795717147783	IN	Gorakhpur	Asia/Kolkata
7298406079307	IN	Calangute	Asia/Kolkata
4172859785264	NZ	Gisborne	Pacific/Auckland
2867201158033	JP	Shinshiro	Asia/Tokyo
5981654236180	IN	Adra	Asia/Kolkata
2246969698393	CN	Pucheng	Asia/Shanghai
4798643343931	FR	Montpellier	Europe/Paris
8561016799125	UA	Svatove	Europe/Zaporozhye
4094051089004	FR	Vienne	Europe/Paris
7510191666778	RU	Izluchinsk	Asia/Yekaterinburg
2207358370948	BR	Marau	America/Sao_Paulo
4568833405462	IN	Bhayandar	Asia/Kolkata
4164106759715	ES	Baza	Europe/Madrid
8993695012729	MG	Ikalamavony	Indian/Antananarivo
2925167671123	IN	Kenda	Asia/Kolkata
6761404954866	US	Nutley	America/New_York
0794640483810	RU	Arzamas	Europe/Moscow
0939270664820	RU	Mikhaylovka	Europe/Volgograd
4827817446427	PT	Carnaxide	Europe/Lisbon
5032609316348	US	Shreveport	America/Chicago
5476352123424	BE	Beveren	Europe/Brussels
5902551312142	DZ	Beni Douala	Africa/Algiers
4479612719284	US	Glendale	America/Los_Angeles
0551959061999	US	Port Huron	America/Detroit
8060010381461	RU	Tyoply Stan	Europe/Moscow
2528983264922	CM	Mbalmayo	Africa/Douala
0388014901170	RS	Negotin	Europe/Belgrade
6006657691893	RU	Ishim	Asia/Yekaterinburg
3084737675783	US	Deltona	America/New_York
1106935662586	ES	Talavera de la Reina	Europe/Madrid
2295436493566	US	Murray	America/Chicago
9260277274875	CU	Corralillo	America/Havana
6620510437055	GB	Strood	Europe/London
6373258542900	PH	Calauan	Asia/Manila
9349887546630	US	Woodlawn	America/New_York
3620540252881	IT	Gorgonzola	Europe/Rome
3246951753672	SD	Ar Ruseris	Africa/Khartoum
1969272340926	ES	Segundo Ensanche	Europe/Madrid
1655862342448	UA	Krasyliv	Europe/Kiev
1238249451669	KR	Eisen	Asia/Seoul
0758690678435	CN	Tianfu	Asia/Shanghai
4399357951766	IT	Lanciano	Europe/Rome
2324649642901	CN	Huangshi	Asia/Shanghai
8356568595062	US	Kensington	America/New_York
7997469490424	CN	Longgang	Asia/Shanghai
0546188238977	US	Woodbridge	America/New_York
0804602753575	PT	Paredes	Europe/Lisbon
7131636345494	PK	Mianwali	Asia/Karachi
4375989450129	US	Huntley	America/Chicago
2950187124625	BR	Soledade	America/Sao_Paulo
3598977795816	RU	Danilov	Europe/Moscow
7487356298801	CN	Wacheng	Asia/Shanghai
6175608559626	US	Hueytown	America/Chicago
2079481367665	MG	Antanifotsy	Indian/Antananarivo
2375391904618	ID	Wangon	Asia/Jakarta
0216191074267	FR	Dax	Europe/Paris
6504415162642	MX	Guanajuato	America/Mexico_City
5237044006438	RU	Alatyr’	Europe/Moscow
0057972564184	BR	Itabirito	America/Sao_Paulo
9564317857821	DE	Ehingen	Europe/Berlin
5940449921014	FR	Montpellier	Europe/Paris
7561140745044	IL	Rahat	Asia/Jerusalem
0495976816425	TW	Magong	Asia/Taipei
1398793949330	US	Santa Maria	America/Los_Angeles
5636640586441	US	Lexington	America/New_York
1284778122709	RU	Zhukovka	Europe/Moscow
0811813858166	NG	Nkpor	Africa/Lagos
8897501119254	DE	Halstenbek	Europe/Berlin
3103135467674	SK	Skalica	Europe/Bratislava
2339046381216	AU	Perth	Australia/Perth
4892288904547	CA	Vernon	America/Vancouver
6237473821526	KR	Hongseong	Asia/Seoul
0248110123732	DE	Burscheid	Europe/Berlin
0015024338053	GB	Rutherglen	Europe/London
0801726728298	UA	Krasyliv	Europe/Kiev
5668786160179	GB	Cowes	Europe/London
8197245014878	PH	Guyong	Asia/Manila
3666795323167	PK	Mianwali	Asia/Karachi
8623171593113	CN	Meizhou	Asia/Shanghai
6698814949390	ID	Jambi City	Asia/Jakarta
6579607544889	CN	Jingzhou	Asia/Shanghai
7909138611955	CN	Shaowu	Asia/Shanghai
6937180267449	PH	Naga	Asia/Manila
4588033790847	DE	Kirchlengern	Europe/Berlin
2531310140813	RU	Valday	Europe/Moscow
0925008638515	CN	Meizhou	Asia/Shanghai
0615342755503	US	Rosedale	America/New_York
2864780556502	DE	Oberhausen	Europe/Berlin
4276436262572	DE	Hermsdorf	Europe/Berlin
2586666316290	LT	Ukmerge	Europe/Vilnius
5092571274305	MA	Temara	Africa/Casablanca
4498209218825	US	Dumont	America/New_York
4274346187909	IN	Pandua	Asia/Kolkata
1397009095830	US	Milledgeville	America/New_York
6166537577522	CN	Zhoucun	Asia/Shanghai
1120946731772	US	Middle River	America/New_York
0179053731572	CN	Yingkou	Asia/Shanghai
3555192943415	GB	Inverness	Europe/London
9998072740812	IN	Bachhraon	Asia/Kolkata
1629819553805	PL	Strzelce Opolskie	Europe/Warsaw
1056227152670	JP	Fujioka	Asia/Tokyo
2730208251642	TH	Roi Et	Asia/Bangkok
5617069922461	MY	Gua Musang	Asia/Kuala_Lumpur
4407003196734	US	East Haven	America/New_York
